1379618013763;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.119;0.395;-27450;409;0;0;0;0;0;0;0;0;
1379618013770;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.119;0.395;-27450;409;0;0;0;0;0;0;0;0;
1379618013771;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.118;0.395;-27450;409;0;0;0;0;0;0;0;0;
1379618013773;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.118;0.395;-27450;409;0;0;0;0;0;0;0;0;
1379618013778;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.118;0.395;-27450;409;0;0;0;0;0;0;0;0;
1379618013779;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.118;0.395;-27450;409;0;0;0;0;0;0;0;0;
1379618013787;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.117;0.394;-27450;409;0;0;0;0;0;0;0;0;
1379618013789;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.117;0.394;-27450;409;0;0;0;0;0;0;0;0;
1379618013795;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.116;0.394;-27450;409;0;0;0;0;0;0;0;0;
1379618013801;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.116;0.394;-27450;409;0;0;0;0;0;0;0;0;
1379618013813;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.115;0.394;-27450;409;0;0;0;0;0;0;0;0;
1379618013814;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.115;0.394;-27450;409;0;0;0;0;0;0;0;0;
1379618013853;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.114;0.393;-27450;409;0;0;0;0;0;0;0;0;
1379618013855;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.112;0.392;880;-3069;0;0;0;0;0;0;0;0;
1379618013856;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.111;0.391;871;-3059;0;0;0;0;0;0;0;0;
1379618013860;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.111;0.391;868;-3056;0;0;0;0;0;0;0;0;
1379618013866;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.11;0.39;867;-3053;0;0;0;0;0;0;0;0;
1379618013870;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.11;0.39;866;-3050;0;0;0;0;0;0;0;0;
1379618013875;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.111;0.39;867;-3047;0;0;0;0;0;0;0;0;
1379618013884;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.111;0.389;872;-3044;0;0;0;0;0;0;0;0;
1379618013885;1.401298464324817e-43;-1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.112;0.389;881;-3043;0;0;0;0;0;0;0;0;
