1379526305826;-158.7244110107422;-119.9061050415039;NaN;NaN;NaN;NaN;0;0;0;0.776;0.416;0;0;
1379526305858;-151.32408142089844;-139.59774780273438;NaN;NaN;NaN;NaN;0;0;0;0.778;0.414;-6081;-3238;
1379526305895;-107.9565658569336;-103.704833984375;NaN;NaN;NaN;NaN;0;0;0;0.78;0.414;-6097;-3238;
1379526305927;-41.680755615234375;-40.039161682128906;NaN;NaN;NaN;NaN;0;0;0;0.783;0.413;-6121;-3234;
1379526305961;-19.882444381713867;-19.099342346191406;NaN;NaN;NaN;NaN;0;0;0;0.788;0.414;-6158;-3242;
1379526305994;-10.542106628417969;-10.12688159942627;NaN;NaN;NaN;NaN;0;0;0;0.789;0.416;-6171;-3251;
1379526306027;-5.02876615524292;-4.830690860748291;NaN;NaN;NaN;NaN;0;0;0;0.793;0.416;-6198;-3251;
1379526306058;-2.6663625240325928;-2.5613369941711426;NaN;NaN;NaN;NaN;0;0;0;0.795;0.414;-6216;-3241;
1379526306095;-1.2718991041183472;-1.2218011617660522;NaN;NaN;NaN;NaN;0;0;0;0.793;0.414;-6200;-3241;
1379526306128;-0.6067174077033997;-0.5828197002410889;NaN;NaN;NaN;NaN;0;0;0;0.794;0.415;-6207;-3245;
1379526306160;-0.43519583344459534;-0.41805362701416016;NaN;NaN;NaN;NaN;0;0;0;0.796;0.416;-6225;-3255;
1379526306193;-0.18712195754051208;-0.17975106835365295;NaN;NaN;NaN;NaN;0;0;0;0.8;0.415;-6252;-3247;
1379526306228;-0.08730123937129974;-0.08386228233575821;NaN;NaN;NaN;NaN;0;0;0;0.802;0.415;-6271;-3244;
1379526306259;-0.046074893325567245;-0.044259894639253616;NaN;NaN;NaN;NaN;0;0;0;0.804;0.415;-6285;-3243;
1379526306290;-0.024398190900683403;-0.023437073454260826;NaN;NaN;NaN;NaN;0;0;0;0.806;0.415;-6303;-3246;
1379526306323;-0.011633788235485554;-0.011175497435033321;NaN;NaN;NaN;NaN;0;0;0;0.807;0.414;-6307;-3240;
1379526306358;-0.005549013614654541;-0.005330429878085852;NaN;NaN;NaN;NaN;0;0;0;0.802;0.415;-6269;-3249;
1379526306396;-0.002646911656484008;-0.0025426577776670456;NaN;NaN;NaN;NaN;0;0;0;0.79;0.415;-6173;-3247;
1379526306429;-0.001262614969164133;-0.0012128859525546432;NaN;NaN;NaN;NaN;0;0;0;0.786;0.416;-6147;-3250;
1379526306464;-0.0006022887537255883;-0.0005785654648207128;NaN;NaN;NaN;NaN;0;0;0;0.79;0.429;-6174;-3355;
1379526306499;-0.0002873021294362843;-0.0002759853668976575;NaN;NaN;NaN;NaN;0;0;0;0.793;0.428;-6202;-3347;
1379526306532;-0.00020608169143088162;-0.0001979624357772991;NaN;NaN;NaN;NaN;0;0;0;0.818;0.424;-6391;-3315;
1379526306564;-0.00009578309254720807;-0.00009200956992572173;NaN;NaN;NaN;NaN;0;0;0;0.813;0.423;-6355;-3306;
1379526306599;-0.000044104370317654684;-0.00004236694803694263;NaN;NaN;NaN;NaN;0;0;0;0.804;0.425;-6283;-3327;
1379526306630;-0.000023214483007905073;-0.00002229996789537836;NaN;NaN;NaN;NaN;0;0;0;0.803;0.434;-6274;-3398;
1379526306665;-0.000011049327440559864;-0.000010614086932037026;NaN;NaN;NaN;NaN;0;0;0;0.794;0.431;-6204;-3374;
1379526306700;-0.000005268077984510455;-0.0000050605658543645404;NaN;NaN;NaN;NaN;0;0;0;0.791;0.436;-6182;-3411;
1379526306734;-0.00000251267192652449;-0.0000024137018499459373;NaN;NaN;NaN;NaN;0;0;0;0.784;0.442;-6126;-3458;
1379526306765;-0.0000013322396625881083;-0.0000012797665931429947;NaN;NaN;NaN;NaN;0;0;0;0.778;0.448;-6083;-3502;
1379526306800;-9.179460107588966e-7;-8.817887078294007e-7;NaN;NaN;NaN;NaN;0;0;0;0.783;0.45;-6124;-3521;
1379526306835;-3.9326633327618765e-7;-3.777768142754212e-7;NaN;NaN;NaN;NaN;0;0;0;0.776;0.452;-6069;-3536;
1379526306870;-1.8334455376134429e-7;-1.7612318004012195e-7;NaN;NaN;NaN;NaN;0;0;0;0.777;0.453;-6070;-3543;
1379526306906;-8.700978071374266e-8;-8.358298941857356e-8;NaN;NaN;NaN;NaN;0;0;0;0.77;0.446;-6019;-3490;
1379526306940;-4.145663368149144e-8;-3.982409779723639e-8;NaN;NaN;NaN;NaN;0;0;0;0.756;0.449;-5912;-3512;
1379526306975;-1.977024766119939e-8;-1.8991746841834356e-8;NaN;NaN;NaN;NaN;0;0;0;0.751;0.447;-5874;-3495;
1379526307011;-9.430168645963022e-9;-9.058841676790053e-9;NaN;NaN;NaN;NaN;0;0;0;0.748;0.451;-5844;-3525;
1379526307042;-5.0000137363781505e-9;-4.803131670172434e-9;NaN;NaN;NaN;NaN;0;0;0;0.746;0.457;-5833;-3572;
1379526307076;-2.385085240419471e-9;-2.2911648134282814e-9;NaN;NaN;NaN;NaN;0;0;0;0.751;0.455;-5872;-3560;
1379526307111;-1.137728355971035e-9;-1.092921531054003e-9;NaN;NaN;NaN;NaN;0;0;0;0.764;0.455;-5975;-3556;
1379526307146;-5.427152061088236e-10;-5.213419140837061e-10;NaN;NaN;NaN;NaN;0;0;0;0.762;0.458;-5958;-3581;
1379526307178;-2.877591775973798e-10;-2.7642665934024535e-10;NaN;NaN;NaN;NaN;0;0;0;0.759;0.467;-5935;-3651;
1379526307212;-1.3726600411878565e-10;-1.3186014780064426e-10;NaN;NaN;NaN;NaN;0;0;0;0.759;0.468;-5933;-3661;
1379526307247;-6.547826170155702e-11;-6.289951198779065e-11;NaN;NaN;NaN;NaN;0;0;0;0.763;0.464;-5962;-3627;
1379526307282;-3.123424435758082e-11;-3.000413806297786e-11;NaN;NaN;NaN;NaN;0;0;0;0.765;0.457;-5979;-3576;
1379526307317;-1.4899222480768692e-11;-1.4312465275445607e-11;NaN;NaN;NaN;NaN;0;0;0;0.754;0.483;-5891;-3779;
1379526307348;-7.899907290831454e-12;-7.58876902290373e-12;NaN;NaN;NaN;NaN;0;0;0;0.763;0.483;-5962;-3778;
1379526307382;-3.7683857770365314e-12;-3.6199749794962877e-12;NaN;NaN;NaN;NaN;0;0;0;0.759;0.477;-5933;-3732;
1379526307418;-1.7975810727086095e-12;-1.7267898265796444e-12;NaN;NaN;NaN;NaN;0;0;0;0.754;0.48;-5892;-3755;
1379526307452;-8.574751152179427e-13;-8.237086143378369e-13;NaN;NaN;NaN;NaN;0;0;0;0.747;0.482;-5838;-3771;
1379526307488;-4.0902977077421354e-13;-3.9292348671601807e-13;NaN;NaN;NaN;NaN;0;0;0;0.744;0.473;-5812;-3697;
1379526307524;-1.9511473057891304e-13;-1.8743096267745396e-13;NaN;NaN;NaN;NaN;0;0;0;0.758;0.46;-5923;-3598;
1379526307557;-9.30728814873584e-14;-8.940770893821684e-14;NaN;NaN;NaN;NaN;0;0;0;0.751;0.474;-5869;-3704;
1379526307588;-4.9349288083712015e-14;-4.740597766227615e-14;NaN;NaN;NaN;NaN;0;0;0;0.754;0.453;-5895;-3539;
1379526307623;-2.3540649884599106e-14;-2.2613357177460672e-14;NaN;NaN;NaN;NaN;0;0;0;0.791;0.442;-6181;-3458;
1379526307659;-1.3735522695092466e-14;-1.319446854157252e-14;NaN;NaN;NaN;NaN;0;0;0;0.785;0.461;-6135;-3607;
1379526307693;-6.576748778956915e-15;-6.317735844565443e-15;NaN;NaN;NaN;NaN;0;0;0;0.764;0.461;-5970;-3607;
1379526307728;-3.0520106925800922e-15;-2.9318192584635487e-15;NaN;NaN;NaN;NaN;0;0;0;0.758;0.464;-5925;-3628;
1379526307765;-1.4469124801698733e-15;-1.3899415735331411e-15;NaN;NaN;NaN;NaN;0;0;0;0.739;0.464;-5778;-3632;
1379526307796;-7.66184075955351e-16;-7.360220797365726e-16;NaN;NaN;NaN;NaN;0;0;0;0.717;0.47;-5605;-3674;
1379526307829;-3.653391538455114e-16;-3.509592607884324e-16;NaN;NaN;NaN;NaN;0;0;0;0.713;0.416;-5570;-3255;
1379526307865;-1.7425717656287102e-16;-1.6739832727247933e-16;NaN;NaN;NaN;NaN;0;0;0;0.706;0.444;-5518;-3470;
