1379619003432;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.021;0.907;7908;1500;0;0;0;0;0;0;0;0;
1379619003437;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.906;7908;1500;0;0;0;0;0;0;0;0;
1379619003438;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.906;7908;1500;0;0;0;0;0;0;0;0;
1379619003440;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.906;7908;1500;0;0;0;0;0;0;0;0;
1379619003444;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.906;7908;1500;0;0;0;0;0;0;0;0;
1379619003450;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.906;7908;1500;0;0;0;0;0;0;0;0;
1379619003454;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.906;7908;1500;0;0;0;0;0;0;0;0;
1379619003458;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.905;7908;1500;0;0;0;0;0;0;0;0;
1379619003464;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.021;0.905;7908;1500;0;0;0;0;0;0;0;0;
1379619003470;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.021;0.905;7908;1500;0;0;0;0;0;0;0;0;
1379619003480;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.021;0.906;7908;1500;0;0;0;0;0;0;0;0;
1379619003502;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.021;0.906;7908;1500;0;0;0;0;0;0;0;0;
1379619003507;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.91;160;-7113;0;0;0;0;0;0;0;0;
1379619003509;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.91;160;-7109;0;0;0;0;0;0;0;0;
1379619003520;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.909;160;-7106;0;0;0;0;0;0;0;0;
1379619003524;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.909;159;-7107;0;0;0;0;0;0;0;0;
1379619003537;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.909;159;-7106;0;0;0;0;0;0;0;0;
1379619003538;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.909;158;-7105;0;0;0;0;0;0;0;0;
1379619003539;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.909;159;-7101;0;0;0;0;0;0;0;0;
1379619003544;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.908;158;-7098;0;0;0;0;0;0;0;0;
1379619003549;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.908;158;-7097;0;0;0;0;0;0;0;0;
1379619003555;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.908;157;-7099;0;0;0;0;0;0;0;0;
1379619003562;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.909;158;-7107;0;0;0;0;0;0;0;0;
1379619003564;1.401298464324817e-43;1.401298464324817e-43;NaN;NaN;NaN;NaN;0;0;0;-0.02;0.911;160;-7117;0;0;0;0;0;0;0;0;
1379619039238;4.414243970352061e-10;-3.5641981033229797e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039244;4.392173014178269e-10;-3.546377080887453e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039245;4.370211970083915e-10;-3.5286457089611645e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039246;4.3483608380689986e-10;-3.5110020446538215e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039251;4.326619063022008e-10;-3.4934471981884485e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039256;4.304986367387187e-10;-3.475979781786265e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039261;4.283461085829998e-10;-3.4586000730030264e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039266;4.2620437734619543e-10;-3.441307516727221e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039272;4.2407333200600306e-10;-3.4241012802915805e-10;NaN;NaN;NaN;NaN;0;0;0;-0.09;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039277;4.219529725624227e-10;-3.4069813636961044e-10;NaN;NaN;NaN;NaN;0;0;0;-0.09;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039289;4.198432157487275e-10;-3.389946101606256e-10;NaN;NaN;NaN;NaN;0;0;0;-0.09;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039290;4.1774400605376627e-10;-3.37299660424506e-10;NaN;NaN;NaN;NaN;0;0;0;-0.09;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039291;4.1565528796638773e-10;-3.356131206277979e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039296;4.1565528796638773e-10;-3.356131206277979e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039298;4.1357697821986505e-10;-3.339350740372282e-10;NaN;NaN;NaN;NaN;0;0;0;-0.091;0.863;32697;-500000;0;0;0;0;0;0;0;0;
1379619039324;4.1150877150286647e-10;-3.3223790385505936e-10;NaN;NaN;NaN;NaN;0;0;0;-0.054;0.182;32697;-500000;0;0;0;0;0;0;0;0;
1379619039341;0.01012459211051464;1.327041745185852;NaN;NaN;NaN;NaN;0;0;0;-0.054;0.193;429;-1511;0;0;0;0;0;0;0;0;
1379619039342;0.010075236670672894;1.3203959465026855;NaN;NaN;NaN;NaN;0;0;0;-0.054;0.195;428;-1525;0;0;0;0;0;0;0;0;
1379619039347;0.009972822852432728;1.3072035312652588;NaN;NaN;NaN;NaN;0;0;0;-0.055;0.199;429;-1559;0;0;0;0;0;0;0;0;
1379619039355;0.009918062016367912;1.3006566762924194;NaN;NaN;NaN;NaN;0;0;0;-0.055;0.201;436;-1574;0;0;0;0;0;0;0;0;
1379619039362;0.009810354560613632;1.2876615524291992;NaN;NaN;NaN;NaN;0;0;0;-0.057;0.205;448;-1602;0;0;0;0;0;0;0;0;
1379619039366;0.009761144407093525;1.2812131643295288;NaN;NaN;NaN;NaN;0;0;0;-0.057;0.207;449;-1617;0;0;0;0;0;0;0;0;
1379619039372;0.00971475150436163;1.2747970819473267;NaN;NaN;NaN;NaN;0;0;0;-0.057;0.209;448;-1632;0;0;0;0;0;0;0;0;
1379619039380;0.009668520651757717;1.2684133052825928;NaN;NaN;NaN;NaN;0;0;0;-0.057;0.21;448;-1647;0;0;0;0;0;0;0;0;
